transcript,incident_type,address,city,zipcode,casualties,reporting_time,reporter
Speaker 2: There's a structure fire at 1960 BERLIN STATION RD. Casualties reported: caller escaped alone,structure fire,1960 BERLIN STATION RD,DELAWARE,43015,caller escaped alone,2024-08-01T15:41:44.158065,Speaker 2
Speaker 2: There's a electrical fire at 214 LONDON RD. Casualties reported: children trapped,electrical fire,214 LONDON RD,DELAWARE,43015,children trapped,2024-07-03T18:57:44.158116,Speaker 2
Speaker 2: There's a gas leak at 3425 WHISPERING PINES LOOP N. No one is hurt.,gas leak,3425 WHISPERING PINES LOOP N,DELAWARE,43015,none,2025-03-14T22:45:44.158167,Speaker 2
Speaker 2: There's a industrial fire at 2295 N OLD STATE RD. Casualties reported: children trapped,industrial fire,2295 N OLD STATE RD,DELAWARE,43015,children trapped,2024-05-09T11:43:44.158218,Speaker 2
Speaker 2: There's a wildfire at 135 FLINTWOOD DR. Casualties reported: pets inside,wildfire,135 FLINTWOOD DR,DELAWARE,43015,pets inside,2024-12-29T03:57:44.158268,Speaker 2
Speaker 2: There's a gas leak at 395 TAYLOR AVE. Casualties reported: unknown number trapped,gas leak,395 TAYLOR AVE,DELAWARE,43015,unknown number trapped,2024-09-21T17:37:44.158319,Speaker 2
Speaker 2: There's a structure fire at 332 TALLA RD N. Casualties reported: unknown number trapped,structure fire,332 TALLA RD N,DELAWARE,43015,unknown number trapped,2024-07-22T15:47:44.158370,Speaker 2
Speaker 2: There's a gas leak at 110 ROLLING MEADOWS DR APT A. No one is hurt.,gas leak,110 ROLLING MEADOWS DR APT A,DELAWARE,43015,none,2024-05-13T01:06:44.158420,Speaker 2
Speaker 2: There's a wildfire at 844 MYER'S GLEN RD. Casualties reported: pets inside,wildfire,844 MYER'S GLEN RD,DELAWARE,43015,pets inside,2024-08-18T15:38:44.158476,Speaker 2
Speaker 2: There's a electrical fire at 882 SUNNY VALE DR. Casualties reported: caller escaped alone,electrical fire,882 SUNNY VALE DR,DELAWARE,43015,caller escaped alone,2024-10-08T05:04:44.158551,Speaker 2
Speaker 2: There's a wildfire at 20 BAYWOOD DR. No one is hurt.,wildfire,20 BAYWOOD DR,DELAWARE,43015,none,2024-05-17T06:33:44.158606,Speaker 2
Speaker 2: There's a electrical fire at 27 FLAX ST STE 211. Casualties reported: unknown number trapped,electrical fire,27 FLAX ST STE 211,DELAWARE,43015,unknown number trapped,2024-05-14T08:43:44.158658,Speaker 2
Speaker 2: There's a structure fire at 593 EXECUTIVE BLVD. No one is hurt.,structure fire,593 EXECUTIVE BLVD,DELAWARE,43015,none,2024-12-31T11:59:44.158710,Speaker 2
Speaker 2: There's a structure fire at 3917 MEADOW KNOLL RD. Casualties reported: children trapped,structure fire,3917 MEADOW KNOLL RD,DELAWARE,43015,children trapped,2024-09-30T12:32:44.158762,Speaker 2
Speaker 2: There's a industrial fire at 1266 HANOVER RD LOT T2. Casualties reported: unknown number trapped,industrial fire,1266 HANOVER RD LOT T2,DELAWARE,43015,unknown number trapped,2024-10-29T17:25:44.158814,Speaker 2
Speaker 2: There's a gas leak at 760 OAKLEY DR. Casualties reported: pets inside,gas leak,760 OAKLEY DR,DELAWARE,43015,pets inside,2024-04-02T19:03:44.158864,Speaker 2
Speaker 2: There's a kitchen fire at 261 VISTA RIDGE DR. Casualties reported: pets inside,kitchen fire,261 VISTA RIDGE DR,DELAWARE,43015,pets inside,2024-07-21T08:53:44.158914,Speaker 2
Speaker 2: There's a structure fire at 53 NEIL ST APT 3. Casualties reported: unknown number trapped,structure fire,53 NEIL ST APT 3,DELAWARE,43015,unknown number trapped,2024-12-18T02:56:44.158965,Speaker 2
Speaker 2: There's a false alarm at 152 W CENTRAL AVE APT A. Casualties reported: caller escaped alone,false alarm,152 W CENTRAL AVE APT A,DELAWARE,43015,caller escaped alone,2024-12-30T19:07:44.159016,Speaker 2
Speaker 2: There's a vehicle fire at 190 S SANDUSKY ST. Casualties reported: unknown number trapped,vehicle fire,190 S SANDUSKY ST,DELAWARE,43015,unknown number trapped,2024-06-30T20:56:44.159066,Speaker 2
Speaker 2: There's a electrical fire at 109 BEECH CT. Casualties reported: pets inside,electrical fire,109 BEECH CT,DELAWARE,43015,pets inside,2024-06-14T11:35:44.159115,Speaker 2
Speaker 2: There's a kitchen fire at 1057 SOLOMON SQ. Casualties reported: unknown number trapped,kitchen fire,1057 SOLOMON SQ,DELAWARE,43015,unknown number trapped,2025-02-02T19:30:44.159166,Speaker 2
Speaker 2: There's a structure fire at 39 LANTERN CHASE DR. Casualties reported: children trapped,structure fire,39 LANTERN CHASE DR,DELAWARE,43015,children trapped,2024-05-26T19:58:44.159217,Speaker 2
Speaker 2: There's a kitchen fire at 6521 OLD IRONSIDE LN. Casualties reported: children trapped,kitchen fire,6521 OLD IRONSIDE LN,DELAWARE,43015,children trapped,2024-07-30T01:51:44.159267,Speaker 2
Speaker 2: There's a electrical fire at 186 LEXINGTON BLVD. Casualties reported: caller trapped,electrical fire,186 LEXINGTON BLVD,DELAWARE,43015,caller trapped,2024-08-01T09:19:44.159344,Speaker 2
Speaker 2: There's a kitchen fire at 3165 BUNTY STATION RD. Casualties reported: caller escaped alone,kitchen fire,3165 BUNTY STATION RD,DELAWARE,43015,caller escaped alone,2024-05-06T07:59:44.159428,Speaker 2
Speaker 2: There's a false alarm at 648 WHITE FAWN RUN. Casualties reported: caller trapped,false alarm,648 WHITE FAWN RUN,DELAWARE,43015,caller trapped,2024-06-28T01:25:44.159488,Speaker 2
Speaker 2: There's a kitchen fire at 1100 SUNBURY RD UNIT 704. Casualties reported: children trapped,kitchen fire,1100 SUNBURY RD UNIT 704,DELAWARE,43015,children trapped,2024-05-10T09:00:44.159539,Speaker 2
Speaker 2: There's a gas leak at 150 DELAWARE DR. No one is hurt.,gas leak,150 DELAWARE DR,DELAWARE,43015,none,2024-10-19T09:01:44.159591,Speaker 2
Speaker 2: There's a false alarm at 106 MILLCROFT PL. Casualties reported: caller trapped,false alarm,106 MILLCROFT PL,DELAWARE,43015,caller trapped,2024-12-20T12:24:44.159643,Speaker 2
Speaker 2: There's a vehicle fire at 181 WINDING VALLEY DR. Casualties reported: caller escaped alone,vehicle fire,181 WINDING VALLEY DR,DELAWARE,43015,caller escaped alone,2025-02-21T21:46:44.159694,Speaker 2
Speaker 2: There's a industrial fire at 830 BUEHLER DR. Casualties reported: children trapped,industrial fire,830 BUEHLER DR,DELAWARE,43015,children trapped,2024-10-22T05:35:44.159746,Speaker 2
Speaker 2: There's a gas leak at 2459 HORSESHOE RD. Casualties reported: caller escaped alone,gas leak,2459 HORSESHOE RD,DELAWARE,43015,caller escaped alone,2024-08-26T07:16:44.159798,Speaker 2
Speaker 2: There's a industrial fire at 6555 US HIGHWAY 42 N. Casualties reported: unknown number trapped,industrial fire,6555 US HIGHWAY 42 N,DELAWARE,43015,unknown number trapped,2024-08-14T13:27:44.159848,Speaker 2
Speaker 2: There's a vehicle fire at 630 EXECUTIVE BLVD. Casualties reported: children trapped,vehicle fire,630 EXECUTIVE BLVD,DELAWARE,43015,children trapped,2024-04-18T00:31:44.159900,Speaker 2
Speaker 2: There's a false alarm at 85 DOBBIN LOOP. Casualties reported: elderly person trapped,false alarm,85 DOBBIN LOOP,DELAWARE,43015,elderly person trapped,2025-03-05T12:23:44.159950,Speaker 2
Speaker 2: There's a wildfire at 971 SAPPHIRE FLAME DR. Casualties reported: elderly person trapped,wildfire,971 SAPPHIRE FLAME DR,DELAWARE,43015,elderly person trapped,2025-03-11T00:31:44.160001,Speaker 2
Speaker 2: There's a gas leak at 74 LOBDELL DR. No one is hurt.,gas leak,74 LOBDELL DR,DELAWARE,43015,none,2025-02-13T05:47:44.160053,Speaker 2
Speaker 2: There's a wildfire at 220 HAYFIELD DR. Casualties reported: caller escaped alone,wildfire,220 HAYFIELD DR,DELAWARE,43015,caller escaped alone,2024-07-31T17:14:44.160105,Speaker 2
Speaker 2: There's a electrical fire at 3731 VELEY RD. Casualties reported: children trapped,electrical fire,3731 VELEY RD,DELAWARE,43015,children trapped,2024-09-09T10:52:44.160156,Speaker 2
Speaker 2: There's a gas leak at 3 OAK GLEN DR. Casualties reported: elderly person trapped,gas leak,3 OAK GLEN DR,DELAWARE,43015,elderly person trapped,2024-10-14T00:02:44.160208,Speaker 2
Speaker 2: There's a false alarm at 1160 HILLS-MILLER RD. Casualties reported: children trapped,false alarm,1160 HILLS-MILLER RD,DELAWARE,43015,children trapped,2024-09-01T07:56:44.160259,Speaker 2
Speaker 2: There's a false alarm at 467 APPLEGATE LN. No one is hurt.,false alarm,467 APPLEGATE LN,DELAWARE,43015,none,2024-11-14T03:39:44.160312,Speaker 2
Speaker 2: There's a kitchen fire at 144 GRANDVIEW AVE. Casualties reported: caller trapped,kitchen fire,144 GRANDVIEW AVE,DELAWARE,43015,caller trapped,2024-11-28T07:29:44.160362,Speaker 2
Speaker 2: There's a structure fire at 508 PARK VISTA DR. No one is hurt.,structure fire,508 PARK VISTA DR,DELAWARE,43015,none,2024-07-21T16:45:44.160413,Speaker 2
Speaker 2: There's a structure fire at 306 JOHANN ST. Casualties reported: children trapped,structure fire,306 JOHANN ST,DELAWARE,43015,children trapped,2025-03-16T09:39:44.160465,Speaker 2
Speaker 2: There's a kitchen fire at 114 SOLSTICE RD. Casualties reported: caller trapped,kitchen fire,114 SOLSTICE RD,DELAWARE,43015,caller trapped,2025-01-07T08:23:44.160516,Speaker 2
Speaker 2: There's a false alarm at 135 GRISWOLD ST. No one is hurt.,false alarm,135 GRISWOLD ST,DELAWARE,43015,none,2024-09-05T21:35:44.160567,Speaker 2
Speaker 2: There's a structure fire at 710 HOME RD. Casualties reported: pets inside,structure fire,710 HOME RD,DELAWARE,43015,pets inside,2024-08-02T02:24:44.160618,Speaker 2
Speaker 2: There's a industrial fire at 15 CHERRY BLOSSOM SQ STE 1211. No one is hurt.,industrial fire,15 CHERRY BLOSSOM SQ STE 1211,DELAWARE,43015,none,2024-06-04T20:57:44.160669,Speaker 2
Speaker 2: There's a false alarm at 117 CHESHIRE CROSSING DR. Casualties reported: elderly person trapped,false alarm,117 CHESHIRE CROSSING DR,DELAWARE,43015,elderly person trapped,2025-02-24T18:51:44.160718,Speaker 2
Speaker 2: There's a false alarm at 2115 FORESTVIEW LN. Casualties reported: elderly person trapped,false alarm,2115 FORESTVIEW LN,DELAWARE,43015,elderly person trapped,2024-05-23T12:32:44.160769,Speaker 2
Speaker 2: There's a vehicle fire at 748 CANAL ST. Casualties reported: caller escaped alone,vehicle fire,748 CANAL ST,DELAWARE,43015,caller escaped alone,2025-03-21T19:03:44.160822,Speaker 2
Speaker 2: There's a gas leak at 90 KETTERING BND. No one is hurt.,gas leak,90 KETTERING BND,DELAWARE,43015,none,2024-06-30T02:25:44.160909,Speaker 2
Speaker 2: There's a kitchen fire at 133 LIPPAZON WAY. Casualties reported: children trapped,kitchen fire,133 LIPPAZON WAY,DELAWARE,43015,children trapped,2024-12-02T04:09:44.160962,Speaker 2
Speaker 2: There's a structure fire at 867 SUMMERVILLE DR. Casualties reported: pets inside,structure fire,867 SUMMERVILLE DR,DELAWARE,43015,pets inside,2025-01-06T21:20:44.161015,Speaker 2
Speaker 2: There's a structure fire at 75 WOOTRING ST APT E. Casualties reported: caller trapped,structure fire,75 WOOTRING ST APT E,DELAWARE,43015,caller trapped,2024-08-07T07:44:44.161068,Speaker 2
Speaker 2: There's a wildfire at 1348 GUILFORD RD. Casualties reported: elderly person trapped,wildfire,1348 GUILFORD RD,DELAWARE,43015,elderly person trapped,2024-10-02T09:15:44.161119,Speaker 2
Speaker 2: There's a false alarm at 482 APPLEGATE LN. Casualties reported: children trapped,false alarm,482 APPLEGATE LN,DELAWARE,43015,children trapped,2025-03-01T11:48:44.161170,Speaker 2
Speaker 2: There's a industrial fire at 119 CORDUROY RD. Casualties reported: caller escaped alone,industrial fire,119 CORDUROY RD,DELAWARE,43015,caller escaped alone,2025-04-01T19:44:44.161221,Speaker 2
Speaker 2: There's a industrial fire at 616 DURHAM LN. No one is hurt.,industrial fire,616 DURHAM LN,DELAWARE,43015,none,2024-09-10T09:46:44.161273,Speaker 2
Speaker 2: There's a gas leak at 4610 MARYSVILLE RD. Casualties reported: caller escaped alone,gas leak,4610 MARYSVILLE RD,DELAWARE,43015,caller escaped alone,2024-07-05T15:43:44.161323,Speaker 2
Speaker 2: There's a industrial fire at 18 OHIO ST. Casualties reported: caller trapped,industrial fire,18 OHIO ST,DELAWARE,43015,caller trapped,2025-03-22T12:40:44.161374,Speaker 2
Speaker 2: There's a industrial fire at 1164 RIVERCREST DR N. Casualties reported: pets inside,industrial fire,1164 RIVERCREST DR N,DELAWARE,43015,pets inside,2025-03-07T18:05:44.161426,Speaker 2
Speaker 2: There's a false alarm at 615 PRESIDENTIAL WAY. Casualties reported: caller trapped,false alarm,615 PRESIDENTIAL WAY,DELAWARE,43015,caller trapped,2024-06-24T14:22:44.161491,Speaker 2
Speaker 2: There's a kitchen fire at 562 ROCHDALE RUN. Casualties reported: pets inside,kitchen fire,562 ROCHDALE RUN,DELAWARE,43015,pets inside,2024-06-20T04:49:44.161571,Speaker 2
Speaker 2: There's a wildfire at 312 ALICIA KELTON DR. Casualties reported: caller escaped alone,wildfire,312 ALICIA KELTON DR,DELAWARE,43015,caller escaped alone,2024-08-23T12:11:44.161649,Speaker 2
Speaker 2: There's a false alarm at 777 RUTHERFORD CT. Casualties reported: children trapped,false alarm,777 RUTHERFORD CT,DELAWARE,43015,children trapped,2024-08-13T06:06:44.161702,Speaker 2
Speaker 2: There's a electrical fire at 284 ANSLEY PARK AVE. Casualties reported: unknown number trapped,electrical fire,284 ANSLEY PARK AVE,DELAWARE,43015,unknown number trapped,2024-10-07T14:55:44.161754,Speaker 2
Speaker 2: There's a gas leak at 1153 COLUMBUS PIKE. Casualties reported: elderly person trapped,gas leak,1153 COLUMBUS PIKE,DELAWARE,43015,elderly person trapped,2024-08-25T15:17:44.161805,Speaker 2
Speaker 2: There's a electrical fire at 21 GREENHEDGE CIR. Casualties reported: children trapped,electrical fire,21 GREENHEDGE CIR,DELAWARE,43015,children trapped,2025-03-19T12:27:44.161872,Speaker 2
Speaker 2: There's a gas leak at 94 GLEN MAWR CIR. Casualties reported: caller trapped,gas leak,94 GLEN MAWR CIR,DELAWARE,43015,caller trapped,2024-10-22T00:27:44.161925,Speaker 2
Speaker 2: There's a vehicle fire at 2590 LIBERTY RD. Casualties reported: caller trapped,vehicle fire,2590 LIBERTY RD,DELAWARE,43015,caller trapped,2025-01-07T20:45:44.161977,Speaker 2
Speaker 2: There's a kitchen fire at 117 STOCKARD LOOP. Casualties reported: elderly person trapped,kitchen fire,117 STOCKARD LOOP,DELAWARE,43015,elderly person trapped,2024-09-17T22:11:44.162037,Speaker 2
Speaker 2: There's a electrical fire at 4908 STATE ROUTE 257 S. No one is hurt.,electrical fire,4908 STATE ROUTE 257 S,DELAWARE,43015,none,2024-12-18T13:19:44.162114,Speaker 2
Speaker 2: There's a structure fire at 320 LONDON RD UNIT 606. Casualties reported: caller escaped alone,structure fire,320 LONDON RD UNIT 606,DELAWARE,43015,caller escaped alone,2024-12-21T16:35:44.162167,Speaker 2
Speaker 2: There's a electrical fire at 6250 SCIOTO CHASE BLVD. Casualties reported: unknown number trapped,electrical fire,6250 SCIOTO CHASE BLVD,DELAWARE,43015,unknown number trapped,2024-09-26T09:31:44.162220,Speaker 2
Speaker 2: There's a kitchen fire at 115 CHANNING ST. No one is hurt.,kitchen fire,115 CHANNING ST,DELAWARE,43015,none,2025-02-23T17:29:44.162272,Speaker 2
Speaker 2: There's a gas leak at 73 EQUESTRIAN WAY. No one is hurt.,gas leak,73 EQUESTRIAN WAY,DELAWARE,43015,none,2024-12-11T04:01:44.162323,Speaker 2
Speaker 2: There's a gas leak at 535 PAGODA LOOP. No one is hurt.,gas leak,535 PAGODA LOOP,DELAWARE,43015,none,2025-02-11T09:15:44.162373,Speaker 2
Speaker 2: There's a industrial fire at 6946 HOME RD. Casualties reported: caller escaped alone,industrial fire,6946 HOME RD,DELAWARE,43015,caller escaped alone,2025-01-09T17:38:44.162425,Speaker 2
Speaker 2: There's a wildfire at 282 N WASHINGTON ST. No one is hurt.,wildfire,282 N WASHINGTON ST,DELAWARE,43015,none,2024-05-04T01:42:44.162476,Speaker 2
Speaker 2: There's a false alarm at 1330 HANOVER RD LOT 301. Casualties reported: caller trapped,false alarm,1330 HANOVER RD LOT 301,DELAWARE,43015,caller trapped,2025-01-21T13:06:44.162527,Speaker 2
Speaker 2: There's a vehicle fire at 2652 BERLIN STATION RD. Casualties reported: pets inside,vehicle fire,2652 BERLIN STATION RD,DELAWARE,43015,pets inside,2025-02-25T00:21:44.162579,Speaker 2
Speaker 2: There's a industrial fire at 3481 ROYAL DORNOCH CIR. Casualties reported: caller trapped,industrial fire,3481 ROYAL DORNOCH CIR,DELAWARE,43015,caller trapped,2024-08-21T08:41:44.162631,Speaker 2
Speaker 2: There's a electrical fire at 2036 SOLOMON SQ. No one is hurt.,electrical fire,2036 SOLOMON SQ,DELAWARE,43015,none,2024-10-03T04:55:44.162687,Speaker 2
Speaker 2: There's a gas leak at 429 N OLD STATE RD. Casualties reported: caller escaped alone,gas leak,429 N OLD STATE RD,DELAWARE,43015,caller escaped alone,2024-11-20T05:03:44.162766,Speaker 2
Speaker 2: There's a industrial fire at 57 KOOKEN PL STE 212. Casualties reported: elderly person trapped,industrial fire,57 KOOKEN PL STE 212,DELAWARE,43015,elderly person trapped,2024-10-27T04:25:44.162853,Speaker 2
Speaker 2: There's a industrial fire at 7284 FALLS VIEW CIR. Casualties reported: elderly person trapped,industrial fire,7284 FALLS VIEW CIR,DELAWARE,43015,elderly person trapped,2024-07-24T09:02:44.162942,Speaker 2
Speaker 2: There's a gas leak at 7312 CONCORD RD. Casualties reported: caller escaped alone,gas leak,7312 CONCORD RD,DELAWARE,43015,caller escaped alone,2024-12-15T16:08:44.163036,Speaker 2
Speaker 2: There's a gas leak at 1381 HORSESHOE RD. Casualties reported: caller escaped alone,gas leak,1381 HORSESHOE RD,DELAWARE,43015,caller escaped alone,2025-02-13T05:01:44.163130,Speaker 2
Speaker 2: There's a vehicle fire at 101 LAKES AT CHESHIRE DR. Casualties reported: elderly person trapped,vehicle fire,101 LAKES AT CHESHIRE DR,DELAWARE,43015,elderly person trapped,2025-03-29T00:59:44.163225,Speaker 2
Speaker 2: There's a structure fire at 132 BARTLETT ST. Casualties reported: children trapped,structure fire,132 BARTLETT ST,DELAWARE,43015,children trapped,2024-12-02T10:54:44.163318,Speaker 2
Speaker 2: There's a electrical fire at 35 MONTROSE AVE. Casualties reported: caller escaped alone,electrical fire,35 MONTROSE AVE,DELAWARE,43015,caller escaped alone,2024-06-20T11:43:44.163408,Speaker 2
Speaker 2: There's a wildfire at 110 CARDINAL POINT DR. Casualties reported: pets inside,wildfire,110 CARDINAL POINT DR,DELAWARE,43015,pets inside,2024-09-28T23:42:44.163500,Speaker 2
Speaker 2: There's a electrical fire at 70 HILL ST. Casualties reported: caller trapped,electrical fire,70 HILL ST,DELAWARE,43015,caller trapped,2024-10-19T00:58:44.163595,Speaker 2
Speaker 2: There's a kitchen fire at 6074 CHANCEL GATE DR. Casualties reported: pets inside,kitchen fire,6074 CHANCEL GATE DR,DELAWARE,43015,pets inside,2024-08-09T14:15:44.163688,Speaker 2
Speaker 2: There's a gas leak at 0. Casualties reported: elderly person trapped,gas leak,0,DELAWARE,43015,elderly person trapped,2024-06-11T06:53:44.163782,Speaker 2
Speaker 2: There's a industrial fire at 30 N SANDUSKY ST STE 201. Casualties reported: caller trapped,industrial fire,30 N SANDUSKY ST STE 201,DELAWARE,43015,caller trapped,2024-05-14T22:40:44.163874,Speaker 2
Speaker 2: There's a kitchen fire at 31 RAVINE RIDGE DR. Casualties reported: pets inside,kitchen fire,31 RAVINE RIDGE DR,DELAWARE,43015,pets inside,2024-08-04T10:30:44.163967,Speaker 2
Speaker 2: There's a gas leak at 472 IRVINE LOOP. Casualties reported: unknown number trapped,gas leak,472 IRVINE LOOP,DELAWARE,43015,unknown number trapped,2024-05-27T04:58:44.164060,Speaker 2
Speaker 2: There's a electrical fire at 123 DIVERSTON WAY. Casualties reported: caller escaped alone,electrical fire,123 DIVERSTON WAY,DELAWARE,43015,caller escaped alone,2024-11-01T06:12:44.164154,Speaker 2
Speaker 2: There's a vehicle fire at 2000 US HIGHWAY 23 N LOT 140. Casualties reported: elderly person trapped,vehicle fire,2000 US HIGHWAY 23 N LOT 140,DELAWARE,43015,elderly person trapped,2025-03-13T13:18:44.164247,Speaker 2
Speaker 2: There's a gas leak at 718 WOODFORD WAY. Casualties reported: caller trapped,gas leak,718 WOODFORD WAY,DELAWARE,43015,caller trapped,2024-04-03T13:42:44.164333,Speaker 2
Speaker 2: There's a electrical fire at 20 PLEASANT CT. No one is hurt.,electrical fire,20 PLEASANT CT,DELAWARE,43015,none,2024-08-01T02:18:44.164409,Speaker 2
Speaker 2: There's a structure fire at 45 WILLOW BROOK WAY. Casualties reported: caller escaped alone,structure fire,45 WILLOW BROOK WAY,DELAWARE,43015,caller escaped alone,2024-07-02T08:07:44.164487,Speaker 2
Speaker 2: There's a electrical fire at 4707 WINDING OAK DR. Casualties reported: caller escaped alone,electrical fire,4707 WINDING OAK DR,DELAWARE,43015,caller escaped alone,2024-07-16T20:23:44.164540,Speaker 2
Speaker 2: There's a vehicle fire at 21 GLADE LOOP. Casualties reported: unknown number trapped,vehicle fire,21 GLADE LOOP,DELAWARE,43015,unknown number trapped,2025-02-27T11:27:44.164593,Speaker 2
Speaker 2: There's a electrical fire at 225 S SANDUSKY ST LOT 24. No one is hurt.,electrical fire,225 S SANDUSKY ST LOT 24,DELAWARE,43015,none,2024-07-16T13:33:44.164645,Speaker 2
Speaker 2: There's a kitchen fire at 2979 EMORY ST. Casualties reported: unknown number trapped,kitchen fire,2979 EMORY ST,DELAWARE,43015,unknown number trapped,2024-11-28T11:12:44.164697,Speaker 2
Speaker 2: There's a false alarm at 58 COLUMBUS AVE. No one is hurt.,false alarm,58 COLUMBUS AVE,DELAWARE,43015,none,2024-04-27T02:28:44.164749,Speaker 2
Speaker 2: There's a gas leak at 458 HUTCHINSON ST. Casualties reported: elderly person trapped,gas leak,458 HUTCHINSON ST,DELAWARE,43015,elderly person trapped,2024-04-28T11:19:44.164800,Speaker 2
Speaker 2: There's a industrial fire at 348 BROAD FURROWS AVE. Casualties reported: caller escaped alone,industrial fire,348 BROAD FURROWS AVE,DELAWARE,43015,caller escaped alone,2024-09-08T18:53:44.164851,Speaker 2
Speaker 2: There's a vehicle fire at 93 BELLE AVE. Casualties reported: pets inside,vehicle fire,93 BELLE AVE,DELAWARE,43015,pets inside,2024-09-17T03:32:44.164901,Speaker 2
Speaker 2: There's a vehicle fire at 125 N SANDUSKY ST. No one is hurt.,vehicle fire,125 N SANDUSKY ST,DELAWARE,43015,none,2024-11-25T06:11:44.164968,Speaker 2
Speaker 2: There's a electrical fire at 2724 PATRICIA ANN WAY. Casualties reported: caller escaped alone,electrical fire,2724 PATRICIA ANN WAY,DELAWARE,43015,caller escaped alone,2025-03-17T06:24:44.165042,Speaker 2
Speaker 2: There's a electrical fire at 165 TROTTER'S CIR. No one is hurt.,electrical fire,165 TROTTER'S CIR,DELAWARE,43015,none,2025-02-15T23:14:44.165120,Speaker 2
Speaker 2: There's a electrical fire at 4151 HYATTS RD. Casualties reported: elderly person trapped,electrical fire,4151 HYATTS RD,DELAWARE,43015,elderly person trapped,2024-06-26T16:38:44.165212,Speaker 2
Speaker 2: There's a kitchen fire at 109 CORSICA WAY. Casualties reported: pets inside,kitchen fire,109 CORSICA WAY,DELAWARE,43015,pets inside,2024-08-24T10:48:44.165310,Speaker 2
Speaker 2: There's a industrial fire at 209 GRISWOLD ST. Casualties reported: caller trapped,industrial fire,209 GRISWOLD ST,DELAWARE,43015,caller trapped,2024-12-10T20:42:44.165395,Speaker 2
Speaker 2: There's a gas leak at 226 S SANDUSKY ST APT 13. Casualties reported: caller escaped alone,gas leak,226 S SANDUSKY ST APT 13,DELAWARE,43015,caller escaped alone,2024-09-24T21:10:44.165483,Speaker 2
Speaker 2: There's a vehicle fire at 278 SILVER MAPLE DR. Casualties reported: caller escaped alone,vehicle fire,278 SILVER MAPLE DR,DELAWARE,43015,caller escaped alone,2024-12-25T13:42:44.165568,Speaker 2
Speaker 2: There's a structure fire at 3610 PIATT RD. Casualties reported: caller trapped,structure fire,3610 PIATT RD,DELAWARE,43015,caller trapped,2024-07-06T12:55:44.165621,Speaker 2
Speaker 2: There's a false alarm at 1922 STRATFORD RD. Casualties reported: elderly person trapped,false alarm,1922 STRATFORD RD,DELAWARE,43015,elderly person trapped,2024-08-03T17:48:44.165673,Speaker 2
Speaker 2: There's a structure fire at 685 ROYAL PINES DR. Casualties reported: children trapped,structure fire,685 ROYAL PINES DR,DELAWARE,43015,children trapped,2024-10-31T19:22:44.165726,Speaker 2
Speaker 2: There's a industrial fire at 425 S SANDUSKY ST UNIT 2. No one is hurt.,industrial fire,425 S SANDUSKY ST UNIT 2,DELAWARE,43015,none,2024-07-18T17:10:44.165806,Speaker 2
Speaker 2: There's a gas leak at 368 RIDGEFIELD DR. Casualties reported: caller trapped,gas leak,368 RIDGEFIELD DR,DELAWARE,43015,caller trapped,2025-03-02T22:51:44.165882,Speaker 2
Speaker 2: There's a kitchen fire at 325 S SANDUSKY ST STE 200. Casualties reported: unknown number trapped,kitchen fire,325 S SANDUSKY ST STE 200,DELAWARE,43015,unknown number trapped,2024-11-30T22:14:44.165946,Speaker 2
Speaker 2: There's a vehicle fire at 142 COTTSWOLD DR. Casualties reported: pets inside,vehicle fire,142 COTTSWOLD DR,DELAWARE,43015,pets inside,2024-10-03T19:10:44.166035,Speaker 2
Speaker 2: There's a wildfire at 850 BUEHLER DR. Casualties reported: children trapped,wildfire,850 BUEHLER DR,DELAWARE,43015,children trapped,2024-05-18T21:56:44.166121,Speaker 2
Speaker 2: There's a gas leak at 3855 HYATTS RD. No one is hurt.,gas leak,3855 HYATTS RD,DELAWARE,43015,none,2024-05-09T17:33:44.166213,Speaker 2
Speaker 2: There's a electrical fire at 7239 SLATE BEND DR. Casualties reported: caller escaped alone,electrical fire,7239 SLATE BEND DR,DELAWARE,43015,caller escaped alone,2024-08-06T17:08:44.166296,Speaker 2
Speaker 2: There's a gas leak at 571 BECKLER LN. Casualties reported: pets inside,gas leak,571 BECKLER LN,DELAWARE,43015,pets inside,2024-05-01T04:46:44.166364,Speaker 2
Speaker 2: There's a false alarm at 1740 DARTMOOR LN. Casualties reported: children trapped,false alarm,1740 DARTMOOR LN,DELAWARE,43015,children trapped,2024-07-23T09:54:44.166416,Speaker 2
Speaker 2: There's a structure fire at 2420 S SECTION LINE RD. Casualties reported: elderly person trapped,structure fire,2420 S SECTION LINE RD,DELAWARE,43015,elderly person trapped,2025-03-30T23:53:44.166469,Speaker 2
Speaker 2: There's a false alarm at 17 SPENCER ST. Casualties reported: unknown number trapped,false alarm,17 SPENCER ST,DELAWARE,43015,unknown number trapped,2024-10-27T07:10:44.166519,Speaker 2
Speaker 2: There's a vehicle fire at 300 CHELSEA ST APT 102. Casualties reported: elderly person trapped,vehicle fire,300 CHELSEA ST APT 102,DELAWARE,43015,elderly person trapped,2025-03-18T11:54:44.166589,Speaker 2
Speaker 2: There's a gas leak at 1986 FORD RD. Casualties reported: pets inside,gas leak,1986 FORD RD,DELAWARE,43015,pets inside,2024-10-22T22:33:44.166656,Speaker 2
Speaker 2: There's a wildfire at 163 MUIRWOOD VILLAGE DR. Casualties reported: pets inside,wildfire,163 MUIRWOOD VILLAGE DR,DELAWARE,43015,pets inside,2025-03-09T07:25:44.166710,Speaker 2
